Time, User, Action, Play info
27-5-2024 10:46:31, Admin123, Added Play, { locatie = ID1, starttijd = 13:00, datum = 05/06/2024, zaal = ID1 }
01/06/2024 17:57:44, Admin123, Added Play, { locatie = ID1, starttijd = 00:00, datum = 12/06/2024, zaal = ID3 }
